fiscal_year,quarter,period,region,product_name,product_category,deals_closed,avg_deal_value_usd,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct
2024,Q1,2024-Q1,MENA,Premium SLA Contract,Support & Maintenance,7,16672.48,116707.34,46326.79,70380.55,60.31
2024,Q1,2024-Q1,Europe,NovaCRM Enterprise,Cloud Software,4,42644.75,170579.01,44224.92,126354.09,74.07
2024,Q1,2024-Q1,Europe,NovaCRM Professional,Cloud Software,3,14901.22,44703.67,10723.7,33979.97,76.01
2024,Q1,2024-Q1,Europe,NovaERP Core,Cloud Software,3,67199.89,201599.68,48135.67,153464.01,76.12
2024,Q1,2024-Q1,Europe,NovaERP Lite,Cloud Software,5,20731.11,103655.57,24595.88,79059.69,76.27
2024,Q1,2024-Q1,Europe,Implementation Package,Professional Services,3,31697.12,95091.36,61791.54,33299.82,35.02
2024,Q1,2024-Q1,Europe,Custom Integration,Professional Services,3,20096.92,60290.75,37486.33,22804.42,37.82
2024,Q1,2024-Q1,Europe,Training & Onboarding,Professional Services,3,8047.15,24141.44,16069.36,8072.08,33.44
2024,Q1,2024-Q1,Europe,Annual Support Plan,Support & Maintenance,5,8720.92,43604.62,16247.98,27356.64,62.74
2024,Q1,2024-Q1,Europe,Premium SLA Contract,Support & Maintenance,5,15362.98,76814.89,30542.2,46272.69,60.24
2024,Q1,2024-Q1,Asia-Pacific,NovaCRM Enterprise,Cloud Software,4,43897.53,175590.14,45602.21,129987.93,74.03
2024,Q1,2024-Q1,Asia-Pacific,NovaCRM Professional,Cloud Software,3,15569.49,46708.46,11436.17,35272.29,75.52
2024,Q1,2024-Q1,Asia-Pacific,NovaERP Core,Cloud Software,4,59415.42,237661.69,62904.6,174757.09,73.53
2024,Q1,2024-Q1,Asia-Pacific,NovaERP Lite,Cloud Software,3,21048.48,63145.44,16355.32,46790.12,74.1
2024,Q1,2024-Q1,Asia-Pacific,Implementation Package,Professional Services,2,32674.08,65348.15,45199.55,20148.6,30.83
2024,Q1,2024-Q1,Asia-Pacific,Custom Integration,Professional Services,2,18831.73,37663.46,24842.99,12820.47,34.04
2024,Q1,2024-Q1,Asia-Pacific,Training & Onboarding,Professional Services,2,7202.78,14405.56,9547.84,4857.72,33.72
2024,Q1,2024-Q1,Asia-Pacific,Annual Support Plan,Support & Maintenance,5,8786.93,43934.63,16537.89,27396.74,62.36
2024,Q1,2024-Q1,Asia-Pacific,Premium SLA Contract,Support & Maintenance,5,16887.14,84435.68,32043.32,52392.36,62.05
2024,Q2,2024-Q2,MENA,NovaCRM Enterprise,Cloud Software,4,45421.51,181686.02,43103.02,138583.0,76.28
2024,Q2,2024-Q2,MENA,NovaCRM Professional,Cloud Software,5,15911.93,79559.65,19085.5,60474.15,76.01
2024,Q2,2024-Q2,MENA,NovaERP Core,Cloud Software,5,63208.06,316040.29,79197.39,236842.9,74.94
2024,Q2,2024-Q2,MENA,NovaERP Lite,Cloud Software,4,21530.01,86120.03,20370.91,65749.12,76.35
2024,Q2,2024-Q2,MENA,Implementation Package,Professional Services,2,33110.83,66221.65,41378.32,24843.33,37.52
2024,Q2,2024-Q2,MENA,Custom Integration,Professional Services,3,18970.04,56910.13,38610.18,18299.95,32.16
2024,Q2,2024-Q2,MENA,Training & Onboarding,Professional Services,2,8041.65,16083.3,10376.85,5706.45,35.48
2024,Q2,2024-Q2,MENA,Annual Support Plan,Support & Maintenance,6,7963.72,47782.34,18103.03,29679.31,62.11
2024,Q2,2024-Q2,MENA,Premium SLA Contract,Support & Maintenance,7,15548.59,108840.11,45826.97,63013.14,57.9
2024,Q2,2024-Q2,Europe,NovaCRM Enterprise,Cloud Software,4,40911.98,163647.91,41678.8,121969.11,74.53
2024,Q2,2024-Q2,Europe,NovaCRM Professional,Cloud Software,4,15150.88,60603.51,14345.14,46258.37,76.33
2024,Q2,2024-Q2,Europe,NovaERP Core,Cloud Software,3,65932.72,197798.17,50745.55,147052.62,74.34
2024,Q2,2024-Q2,Europe,NovaERP Lite,Cloud Software,4,22313.81,89255.25,23405.12,65850.13,73.78
2024,Q2,2024-Q2,Europe,Implementation Package,Professional Services,2,32650.63,65301.27,40448.1,24853.17,38.06
2024,Q2,2024-Q2,Europe,Custom Integration,Professional Services,2,18811.48,37622.97,22721.9,14901.07,39.61
2024,Q2,2024-Q2,Europe,Training & Onboarding,Professional Services,2,8004.95,16009.9,9639.43,6370.47,39.79
2024,Q2,2024-Q2,Europe,Annual Support Plan,Support & Maintenance,5,8436.34,42181.72,18043.99,24137.73,57.22
2024,Q2,2024-Q2,Europe,Premium SLA Contract,Support & Maintenance,6,15946.93,95681.58,35465.4,60216.18,62.93
2024,Q2,2024-Q2,Asia-Pacific,NovaCRM Enterprise,Cloud Software,3,45516.57,136549.72,36677.9,99871.82,73.14
2024,Q2,2024-Q2,Asia-Pacific,NovaCRM Professional,Cloud Software,2,16987.24,33974.48,8682.68,25291.8,74.44
2024,Q2,2024-Q2,Asia-Pacific,NovaERP Core,Cloud Software,4,63296.37,253185.46,63454.31,189731.15,74.94
2024,Q2,2024-Q2,Asia-Pacific,NovaERP Lite,Cloud Software,3,21760.62,65281.85,15379.49,49902.36,76.44
2024,Q2,2024-Q2,Asia-Pacific,Implementation Package,Professional Services,1,30101.08,30101.08,20206.46,9894.62,32.87
2024,Q2,2024-Q2,Asia-Pacific,Custom Integration,Professional Services,1,19966.02,19966.02,13953.67,6012.35,30.11
2024,Q2,2024-Q2,Asia-Pacific,Training & Onboarding,Professional Services,1,7713.23,7713.23,4968.48,2744.75,35.58
2024,Q2,2024-Q2,Asia-Pacific,Annual Support Plan,Support & Maintenance,6,8093.08,48558.5,20022.03,28536.47,58.77
2024,Q2,2024-Q2,Asia-Pacific,Premium SLA Contract,Support & Maintenance,5,16970.4,84851.99,34935.93,49916.06,58.83
2024,Q3,2024-Q3,MENA,NovaCRM Enterprise,Cloud Software,4,43215.37,172861.47,45766.15,127095.32,73.52
2024,Q3,2024-Q3,MENA,NovaCRM Professional,Cloud Software,5,14831.11,74155.53,19817.17,54338.36,73.28
2024,Q3,2024-Q3,MENA,NovaERP Core,Cloud Software,5,65372.17,326860.83,77997.82,248863.01,76.14
2024,Q3,2024-Q3,MENA,NovaERP Lite,Cloud Software,5,20908.86,104544.28,26768.49,77775.79,74.4
2024,Q3,2024-Q3,MENA,Implementation Package,Professional Services,2,31693.2,63386.39,44493.38,18893.01,29.81
2024,Q3,2024-Q3,MENA,Custom Integration,Professional Services,2,20834.72,41669.44,26681.71,14987.73,35.97
2024,Q3,2024-Q3,MENA,Training & Onboarding,Professional Services,3,7834.54,23503.61,15441.16,8062.45,34.3
2024,Q3,2024-Q3,MENA,Annual Support Plan,Support & Maintenance,8,8968.39,71747.1,28258.67,43488.43,60.61
2024,Q3,2024-Q3,MENA,Premium SLA Contract,Support & Maintenance,6,16322.17,97933.01,41102.69,56830.32,58.03
2024,Q3,2024-Q3,Europe,NovaCRM Enterprise,Cloud Software,5,44338.36,221691.79,54851.72,166840.07,75.26
2024,Q3,2024-Q3,Europe,NovaCRM Professional,Cloud Software,5,15041.29,75206.45,18935.45,56271.0,74.82
2024,Q3,2024-Q3,Europe,NovaERP Core,Cloud Software,3,62078.12,186234.37,45563.81,140670.56,75.53
2024,Q3,2024-Q3,Europe,NovaERP Lite,Cloud Software,4,21849.86,87399.43,21460.26,65939.17,75.45
2024,Q3,2024-Q3,Europe,Implementation Package,Professional Services,2,29780.83,59561.65,37929.94,21631.71,36.32
2024,Q3,2024-Q3,Europe,Custom Integration,Professional Services,2,18249.34,36498.68,24116.82,12381.86,33.92
2024,Q3,2024-Q3,Europe,Training & Onboarding,Professional Services,3,7654.54,22963.61,14839.16,8124.45,35.38
2024,Q3,2024-Q3,Europe,Annual Support Plan,Support & Maintenance,6,8949.44,53696.64,21544.23,32152.41,59.88
2024,Q3,2024-Q3,Europe,Premium SLA Contract,Support & Maintenance,6,14820.0,88920.01,34664.56,54255.45,61.02
2024,Q3,2024-Q3,Asia-Pacific,NovaCRM Enterprise,Cloud Software,3,41848.65,125545.96,31789.1,93756.86,74.68
2024,Q3,2024-Q3,Asia-Pacific,NovaCRM Professional,Cloud Software,3,16182.5,48547.49,12651.25,35896.24,73.94
2024,Q3,2024-Q3,Asia-Pacific,NovaERP Core,Cloud Software,3,65761.63,197284.9,52915.94,144368.96,73.18
2024,Q3,2024-Q3,Asia-Pacific,NovaERP Lite,Cloud Software,2,20290.83,40581.65,9346.06,31235.59,76.97
2024,Q3,2024-Q3,Asia-Pacific,Implementation Package,Professional Services,2,32786.04,65572.08,40872.53,24699.55,37.67
2024,Q3,2024-Q3,Asia-Pacific,Custom Integration,Professional Services,2,18212.36,36424.73,25321.79,11102.94,30.48
2024,Q3,2024-Q3,Asia-Pacific,Training & Onboarding,Professional Services,2,7082.07,14164.14,9185.88,4978.26,35.15
2024,Q3,2024-Q3,Asia-Pacific,Annual Support Plan,Support & Maintenance,4,8227.52,32910.09,12758.14,20151.95,61.23
2024,Q3,2024-Q3,Asia-Pacific,Premium SLA Contract,Support & Maintenance,5,16021.64,80108.19,31075.86,49032.33,61.21
2024,Q4,2024-Q4,MENA,NovaCRM Enterprise,Cloud Software,6,43828.78,262972.68,63351.42,199621.26,75.91
2024,Q4,2024-Q4,MENA,NovaCRM Professional,Cloud Software,5,15045.21,75226.07,17847.08,57378.99,76.28
2024,Q4,2024-Q4,MENA,NovaERP Core,Cloud Software,6,60738.26,364429.58,91474.21,272955.37,74.9
2024,Q4,2024-Q4,MENA,NovaERP Lite,Cloud Software,6,20013.46,120080.74,30343.5,89737.24,74.73
2024,Q4,2024-Q4,MENA,Implementation Package,Professional Services,2,33081.32,66162.63,42892.49,23270.14,35.17
2024,Q4,2024-Q4,MENA,Custom Integration,Professional Services,3,19613.65,58840.94,35452.54,23388.4,39.75
2024,Q4,2024-Q4,MENA,Training & Onboarding,Professional Services,3,8021.3,24063.9,15895.83,8168.07,33.94
2024,Q4,2024-Q4,MENA,Annual Support Plan,Support & Maintenance,8,8975.49,71803.92,27471.97,44331.95,61.74
2024,Q4,2024-Q4,MENA,Premium SLA Contract,Support & Maintenance,6,16189.7,97138.17,38302.15,58836.02,60.57
2024,Q4,2024-Q4,Europe,NovaCRM Enterprise,Cloud Software,6,44976.14,269856.87,65882.01,203974.86,75.59
2024,Q4,2024-Q4,Europe,NovaCRM Professional,Cloud Software,5,16586.43,82932.15,19986.0,62946.15,75.9
2024,Q4,2024-Q4,Europe,NovaERP Core,Cloud Software,6,63006.19,378037.14,97042.89,280994.25,74.33
2024,Q4,2024-Q4,Europe,NovaERP Lite,Cloud Software,4,21626.44,86505.76,21459.55,65046.21,75.19
2024,Q4,2024-Q4,Europe,Implementation Package,Professional Services,3,29464.46,88393.39,59633.26,28760.13,32.54
2024,Q4,2024-Q4,Europe,Custom Integration,Professional Services,3,18659.88,55979.63,34033.06,21946.57,39.2
2024,Q4,2024-Q4,Europe,Training & Onboarding,Professional Services,2,7679.38,15358.76,10154.26,5204.5,33.89
2024,Q4,2024-Q4,Europe,Annual Support Plan,Support & Maintenance,6,8161.47,48968.82,19245.63,29723.19,60.7
2024,Q4,2024-Q4,Europe,Premium SLA Contract,Support & Maintenance,7,15922.43,111457.04,48062.31,63394.73,56.88
2024,Q4,2024-Q4,Asia-Pacific,NovaCRM Enterprise,Cloud Software,3,43697.7,131093.11,32271.55,98821.56,75.38
2024,Q4,2024-Q4,Asia-Pacific,NovaCRM Professional,Cloud Software,4,16439.18,65756.72,16945.34,48811.38,74.23
2024,Q4,2024-Q4,Asia-Pacific,NovaERP Core,Cloud Software,5,60241.77,301208.85,70532.39,230676.46,76.58
2024,Q4,2024-Q4,Asia-Pacific,NovaERP Lite,Cloud Software,4,21484.57,85938.27,20708.24,65230.03,75.9
2024,Q4,2024-Q4,Asia-Pacific,Implementation Package,Professional Services,1,29089.75,29089.75,20100.9,8988.85,30.9
2024,Q4,2024-Q4,Asia-Pacific,Custom Integration,Professional Services,2,18964.84,37929.69,23576.04,14353.65,37.84
2024,Q4,2024-Q4,Asia-Pacific,Training & Onboarding,Professional Services,2,7046.71,14093.43,9188.67,4904.76,34.8
2024,Q4,2024-Q4,Asia-Pacific,Annual Support Plan,Support & Maintenance,4,8870.84,35483.38,13588.63,21894.75,61.7
2024,Q4,2024-Q4,Asia-Pacific,Premium SLA Contract,Support & Maintenance,5,16819.39,84096.93,34450.82,49646.11,59.03
2025,Q1,2025-Q1,MENA,NovaCRM Enterprise,Cloud Software,5,43641.12,218205.61,53093.81,165111.8,75.67
2025,Q1,2025-Q1,MENA,NovaCRM Professional,Cloud Software,5,17450.51,87252.53,22377.97,64874.56,74.35
2025,Q1,2025-Q1,MENA,NovaERP Core,Cloud Software,5,68094.62,340473.08,84644.41,255828.67,75.14
2025,Q1,2025-Q1,MENA,NovaERP Lite,Cloud Software,4,22334.56,89338.24,23969.9,65368.34,73.17
2025,Q1,2025-Q1,MENA,Implementation Package,Professional Services,2,32973.52,65947.03,40814.43,25132.6,38.11
2025,Q1,2025-Q1,MENA,Custom Integration,Professional Services,3,19551.42,58654.26,37822.53,20831.73,35.52
2025,Q1,2025-Q1,MENA,Training & Onboarding,Professional Services,3,7745.89,23237.68,15503.04,7734.64,33.28
2025,Q1,2025-Q1,MENA,Annual Support Plan,Support & Maintenance,8,9249.08,73992.65,28340.45,45652.2,61.7
2025,Q1,2025-Q1,MENA,Premium SLA Contract,Support & Maintenance,7,16086.91,112608.4,48592.66,64015.74,56.85
2025,Q1,2025-Q1,Europe,NovaCRM Enterprise,Cloud Software,5,44572.61,222863.07,58764.83,164098.24,73.63
2025,Q1,2025-Q1,Europe,NovaCRM Professional,Cloud Software,4,16850.21,67400.84,15742.48,51658.36,76.64
2025,Q1,2025-Q1,Europe,NovaERP Core,Cloud Software,5,64187.58,320937.92,84420.38,236517.54,73.7
2025,Q1,2025-Q1,Europe,NovaERP Lite,Cloud Software,5,22650.89,113254.44,26212.33,87042.11,76.86
2025,Q1,2025-Q1,Europe,Implementation Package,Professional Services,2,31628.8,63257.61,40197.31,23060.3,36.45
2025,Q1,2025-Q1,Europe,Custom Integration,Professional Services,2,21215.18,42430.35,27817.14,14613.21,34.44
2025,Q1,2025-Q1,Europe,Training & Onboarding,Professional Services,2,7783.69,15567.38,10033.32,5534.06,35.55
2025,Q1,2025-Q1,Europe,Annual Support Plan,Support & Maintenance,7,8893.55,62254.83,26572.92,35681.91,57.32
2025,Q1,2025-Q1,Europe,Premium SLA Contract,Support & Maintenance,6,17447.3,104683.78,44227.98,60455.8,57.75
2025,Q1,2025-Q1,Asia-Pacific,NovaCRM Enterprise,Cloud Software,3,46260.17,138780.51,32565.49,106215.02,76.53
2025,Q1,2025-Q1,Asia-Pacific,NovaCRM Professional,Cloud Software,4,16456.61,65826.44,17451.84,48374.6,73.49
2025,Q1,2025-Q1,Asia-Pacific,NovaERP Core,Cloud Software,4,68582.4,274329.59,71764.95,202564.64,73.84
2025,Q1,2025-Q1,Asia-Pacific,NovaERP Lite,Cloud Software,3,21294.79,63884.36,15723.17,48161.19,75.39
2025,Q1,2025-Q1,Asia-Pacific,Implementation Package,Professional Services,2,32989.1,65978.19,41829.8,24148.39,36.6
2025,Q1,2025-Q1,Asia-Pacific,Custom Integration,Professional Services,2,20629.12,41258.25,28201.58,13056.67,31.65
2025,Q1,2025-Q1,Asia-Pacific,Training & Onboarding,Professional Services,2,8139.44,16278.88,11297.0,4981.88,30.6
2025,Q1,2025-Q1,Asia-Pacific,Annual Support Plan,Support & Maintenance,5,8971.8,44859.01,18703.87,26155.14,58.31
2025,Q1,2025-Q1,Asia-Pacific,Premium SLA Contract,Support & Maintenance,4,16654.16,66616.63,26214.61,40402.02,60.65
